id,kind,word,translation,category,curriculumLevel,example,exampleZh,phonetic
zh-顶,literacy,顶,dǐng,life,L4,顶班 顶部,用组词来记：「顶班」「顶部」。看见这些词，就能找到「顶」。,dǐng
zh-玉,literacy,玉,yù,color,L4,玉门关 呼作白玉,用组词来记：「玉门关」「呼作白玉」。看见这些词，就能找到「玉」。,yù
zh-镇,literacy,镇,zhèn,life,L4,城镇 村镇,用组词来记：「城镇」「村镇」。看见这些词，就能找到「镇」。,zhèn
zh-雪,literacy,雪,xuě,nature,L4,下雪 雪花,用组词来记：「下雪」「雪花」。看见这些词，就能找到「雪」。,xuě
zh-午,literacy,午,wǔ,life,L4,中午 午饭,用组词来记：「中午」「午饭」。看见这些词，就能找到「午」。,wǔ
zh-练,literacy,练,liàn,life,L4,操练 干练,用组词来记：「操练」「干练」。看见这些词，就能找到「练」。,liàn
zh-迫,literacy,迫,pò,life,L4,被迫 逼迫,用组词来记：「被迫」「逼迫」。看见这些词，就能找到「迫」。,pò
zh-爷,literacy,爷,yé,family,L4,爷爷 姥爷,用组词来记：「爷爷」「姥爷」。看见这些词，就能找到「爷」。,yé
zh-篇,literacy,篇,piān,life,L4,长篇 连篇,用组词来记：「长篇」「连篇」。看见这些词，就能找到「篇」。,piān
zh-肉,literacy,肉,ròu,food,L4,吃肉 牛肉,用组词来记：「吃肉」「牛肉」。看见这些词，就能找到「肉」。,ròu
zh-嘴,literacy,嘴,zuǐ,nature,L4,喷嘴 石嘴山,用组词来记：「喷嘴」「石嘴山」。看见这些词，就能找到「嘴」。,zuǐ
zh-馆,literacy,馆,guǎn,life,L4,宾馆 博物馆,用组词来记：「宾馆」「博物馆」。看见这些词，就能找到「馆」。,guǎn
zh-遍,literacy,遍,biàn,nature,L4,遍布 遍地,用组词来记：「遍布」「遍地」。看见这些词，就能找到「遍」。,biàn
zh-凡,literacy,凡,fán,life,L4,不凡 超凡,用组词来记：「不凡」「超凡」。看见这些词，就能找到「凡」。,fán
zh-础,literacy,础,chǔ,life,L4,打基础 基础,用组词来记：「打基础」「基础」。看见这些词，就能找到「础」。,chǔ
zh-洞,literacy,洞,dòng,life,L4,洞察力 防空洞,用组词来记：「洞察力」「防空洞」。看见这些词，就能找到「洞」。,dòng
zh-卷,literacy,卷,juǎn,life,L4,答卷 画卷,用组词来记：「答卷」「画卷」。看见这些词，就能找到「卷」。,juǎn
zh-坦,literacy,坦,tǎn,life,L4,平坦 舒坦,用组词来记：「平坦」「舒坦」。看见这些词，就能找到「坦」。,tǎn
zh-牛,literacy,牛,niú,animal,L4,小牛 黄牛,用组词来记：「小牛」「黄牛」。看见这些词，就能找到「牛」。,niú
zh-宁,literacy,宁,níng,life,L4,辽宁 辽宁省,用组词来记：「辽宁」「辽宁省」。看见这些词，就能找到「宁」。,níng
zh-纸,literacy,纸,zhǐ,school,L4,白纸 折纸,用组词来记：「白纸」「折纸」。看见这些词，就能找到「纸」。,zhǐ
zh-诸,literacy,诸,zhū,life,L4,比诸 见诸于,用组词来记：「比诸」「见诸于」。看见这些词，就能找到「诸」。,zhū
zh-训,literacy,训,xùn,life,L4,冬训 短训班,用组词来记：「冬训」「短训班」。看见这些词，就能找到「训」。,xùn
zh-私,literacy,私,sī,life,L4,贩私 公私,用组词来记：「贩私」「公私」。看见这些词，就能找到「私」。,sī
zh-庄,literacy,庄,zhuāng,life,L4,村庄 端庄,用组词来记：「村庄」「端庄」。看见这些词，就能找到「庄」。,zhuāng
zh-祖,literacy,祖,zǔ,life,L4,爱祖国 佛祖,用组词来记：「爱祖国」「佛祖」。看见这些词，就能找到「祖」。,zǔ
zh-丝,literacy,丝,sī,life,L4,蚕丝 丝绸,用组词来记：「蚕丝」「丝绸」。看见这些词，就能找到「丝」。,sī
zh-翻,literacy,翻,fān,life,L4,翻版 翻车,用组词来记：「翻版」「翻车」。看见这些词，就能找到「翻」。,fān
zh-暴,literacy,暴,bào,body,L4,暴跌 暴发,用组词来记：「暴跌」「暴发」。看见这些词，就能找到「暴」。,bào
zh-森,literacy,森,sēn,life,L4,森林 森严,用组词来记：「森林」「森严」。看见这些词，就能找到「森」。,sēn
zh-塔,literacy,塔,tǎ,school,L4,金字塔 塔吉克,用组词来记：「金字塔」「塔吉克」。看见这些词，就能找到「塔」。,tǎ
zh-默,literacy,默,mò,life,L4,沉默 静默,用组词来记：「沉默」「静默」。看见这些词，就能找到「默」。,mò
zh-握,literacy,握,wò,life,L4,把握 紧握,用组词来记：「把握」「紧握」。看见这些词，就能找到「握」。,wò
zh-戏,literacy,戏,xì,animal,L4,鱼戏莲叶 把戏,用组词来记：「鱼戏莲叶」「把戏」。看见这些词，就能找到「戏」。,xì
zh-隐,literacy,隐,yǐn,life,L4,隐蔽 隐藏,用组词来记：「隐蔽」「隐藏」。看见这些词，就能找到「隐」。,yǐn
zh-熟,literacy,熟,shú,life,L4,不熟 成熟,用组词来记：「不熟」「成熟」。看见这些词，就能找到「熟」。,shú
zh-骨,literacy,骨,gǔ,life,L4,刺骨 骨干,用组词来记：「刺骨」「骨干」。看见这些词，就能找到「骨」。,gǔ
zh-访,literacy,访,fǎng,life,L4,拜访 采访,用组词来记：「拜访」「采访」。看见这些词，就能找到「访」。,fǎng
zh-弱,literacy,弱,ruò,life,L4,薄弱 脆弱,用组词来记：「薄弱」「脆弱」。看见这些词，就能找到「弱」。,ruò
zh-蒙,literacy,蒙,méng,life,L4,蒙蔽 蒙古,用组词来记：「蒙蔽」「蒙古」。看见这些词，就能找到「蒙」。,méng
zh-歌,literacy,歌,gē,action,L4,唱歌 儿歌,用组词来记：「唱歌」「儿歌」。看见这些词，就能找到「歌」。,gē
zh-鬼,literacy,鬼,guǐ,life,L4,鬼把戏 鬼混,用组词来记：「鬼把戏」「鬼混」。看见这些词，就能找到「鬼」。,guǐ
zh-软,literacy,软,ruǎn,life,L4,疲软 柔软,用组词来记：「疲软」「柔软」。看见这些词，就能找到「软」。,ruǎn
zh-典,literacy,典,diǎn,life,L4,词典 辞典,用组词来记：「词典」「辞典」。看见这些词，就能找到「典」。,diǎn
zh-欲,literacy,欲,yù,life,L4,将欲行 意欲捕鸣,用组词来记：「将欲行」「意欲捕鸣」。看见这些词，就能找到「欲」。,yù
zh-萨,literacy,萨,sà,life,L4,哈萨克 活菩萨,用组词来记：「哈萨克」「活菩萨」。看见这些词，就能找到「萨」。,sà
zh-伙,literacy,伙,huǒ,life,L4,大伙 合伙,用组词来记：「大伙」「合伙」。看见这些词，就能找到「伙」。,huǒ
zh-遭,literacy,遭,zāo,life,L4,惨遭 连遭,用组词来记：「惨遭」「连遭」。看见这些词，就能找到「遭」。,zāo
zh-盘,literacy,盘,pán,life,L4,谁知盘中 磁盘,用组词来记：「谁知盘中」「磁盘」。看见这些词，就能找到「盘」。,pán
zh-爸,literacy,爸,bà,family,L4,爸爸 爸妈,用组词来记：「爸爸」「爸妈」。看见这些词，就能找到「爸」。,bà
zh-扩,literacy,扩,kuò,life,L4,扩编 扩充,用组词来记：「扩编」「扩充」。看见这些词，就能找到「扩」。,kuò
zh-盖,literacy,盖,gài,number,L4,笼盖四野 覆盖,用组词来记：「笼盖四野」「覆盖」。看见这些词，就能找到「盖」。,gài
zh-弄,literacy,弄,nòng,life,L4,摆弄 搬弄,用组词来记：「摆弄」「搬弄」。看见这些词，就能找到「弄」。,nòng
zh-雄,literacy,雄,xióng,life,L4,称雄 雌雄,用组词来记：「称雄」「雌雄」。看见这些词，就能找到「雄」。,xióng
zh-稳,literacy,稳,wěn,life,L4,安稳 不稳,用组词来记：「安稳」「不稳」。看见这些词，就能找到「稳」。,wěn
zh-忘,literacy,忘,wàng,life,L4,备忘录 不忘,用组词来记：「备忘录」「不忘」。看见这些词，就能找到「忘」。,wàng
zh-亿,literacy,亿,yì,number,L4,几亿 十亿,用组词来记：「几亿」「十亿」。看见这些词，就能找到「亿」。,yì
zh-刺,literacy,刺,cì,body,L4,冲刺 刺耳,用组词来记：「冲刺」「刺耳」。看见这些词，就能找到「刺」。,cì
zh-拥,literacy,拥,yōng,life,L4,簇拥 双拥,用组词来记：「簇拥」「双拥」。看见这些词，就能找到「拥」。,yōng
zh-徒,literacy,徒,tú,life,L4,暴徒 歹徒,用组词来记：「暴徒」「歹徒」。看见这些词，就能找到「徒」。,tú
zh-齐,literacy,齐,qí,life,L4,百花齐放 备齐,用组词来记：「百花齐放」「备齐」。看见这些词，就能找到「齐」。,qí
zh-赛,literacy,赛,sài,life,L4,半决赛 比赛,用组词来记：「半决赛」「比赛」。看见这些词，就能找到「赛」。,sài
zh-趣,literacy,趣,qù,nature,L4,兴趣 风趣,用组词来记：「兴趣」「风趣」。看见这些词，就能找到「趣」。,qù
zh-曲,literacy,曲,qū,nature,L4,曲项向天 插曲,用组词来记：「曲项向天」「插曲」。看见这些词，就能找到「曲」。,qū
zh-刀,literacy,刀,dāo,number,L4,剪刀 一刀切,用组词来记：「剪刀」「一刀切」。看见这些词，就能找到「刀」。,dāo
zh-床,literacy,床,chuáng,life,L4,小床 起床,用组词来记：「小床」「起床」。看见这些词，就能找到「床」。,chuáng
zh-迎,literacy,迎,yíng,life,L4,欢迎 欢迎词,用组词来记：「欢迎」「欢迎词」。看见这些词，就能找到「迎」。,yíng
zh-冰,literacy,冰,bīng,life,L4,冰川 冰冻,用组词来记：「冰川」「冰冻」。看见这些词，就能找到「冰」。,bīng
zh-虚,literacy,虚,xū,life,L4,空虚 谦虚,用组词来记：「空虚」「谦虚」。看见这些词，就能找到「虚」。,xū
zh-玩,literacy,玩,wán,action,L4,好玩 玩水,用组词来记：「好玩」「玩水」。看见这些词，就能找到「玩」。,wán
zh-析,literacy,析,xī,life,L4,分析 分析家,用组词来记：「分析」「分析家」。看见这些词，就能找到「析」。,xī
zh-窗,literacy,窗,chuāng,life,L4,窗户 开窗,用组词来记：「窗户」「开窗」。看见这些词，就能找到「窗」。,chuāng
zh-醒,literacy,醒,xǐng,life,L4,唤醒 惊醒,用组词来记：「唤醒」「惊醒」。看见这些词，就能找到「醒」。,xǐng
zh-透,literacy,透,tòu,food,L4,吃透 浸透,用组词来记：「吃透」「浸透」。看见这些词，就能找到「透」。,tòu
zh-购,literacy,购,gòu,life,L4,采购 采购员,用组词来记：「采购」「采购员」。看见这些词，就能找到「购」。,gòu
zh-替,literacy,替,tì,life,L4,代替 顶替,用组词来记：「代替」「顶替」。看见这些词，就能找到「替」。,tì
zh-塞,literacy,塞,sāi,life,L4,闭塞 堵塞,用组词来记：「闭塞」「堵塞」。看见这些词，就能找到「塞」。,sāi
zh-休,literacy,休,xiū,life,L4,罢休 甘休,用组词来记：「罢休」「甘休」。看见这些词，就能找到「休」。,xiū
zh-虎,literacy,虎,hǔ,nature,L4,老虎 小虎,用组词来记：「老虎」「小虎」。看见这些词，就能找到「虎」。,hǔ
zh-扬,literacy,扬,yáng,life,L4,昂扬 表扬,用组词来记：「昂扬」「表扬」。看见这些词，就能找到「扬」。,yáng
zh-途,literacy,途,tú,life,L4,长途 短途,用组词来记：「长途」「短途」。看见这些词，就能找到「途」。,tú
zh-侵,literacy,侵,qīn,life,L4,侵犯 侵害,用组词来记：「侵犯」「侵害」。看见这些词，就能找到「侵」。,qīn
zh-刑,literacy,刑,xíng,life,L4,免刑 判刑,用组词来记：「免刑」「判刑」。看见这些词，就能找到「刑」。,xíng
zh-绿,literacy,绿,lǜ,color,L4,绿叶 绿色,用组词来记：「绿叶」「绿色」。看见这些词，就能找到「绿」。,lǜ
zh-兄,literacy,兄,xiōng,family,L4,遥知兄弟 胞兄,用组词来记：「遥知兄弟」「胞兄」。看见这些词，就能找到「兄」。,xiōng
zh-迅,literacy,迅,xùn,life,L4,迅即 迅捷,用组词来记：「迅即」「迅捷」。看见这些词，就能找到「迅」。,xùn
zh-套,literacy,套,tào,nature,L4,成套 河套,用组词来记：「成套」「河套」。看见这些词，就能找到「套」。,tào
zh-贸,literacy,贸,mào,life,L4,财贸 工贸,用组词来记：「财贸」「工贸」。看见这些词，就能找到「贸」。,mào
zh-毕,literacy,毕,bì,life,L4,毕节 毕竟,用组词来记：「毕节」「毕竟」。看见这些词，就能找到「毕」。,bì
zh-唯,literacy,唯,wéi,life,L4,唯独 唯其,用组词来记：「唯独」「唯其」。看见这些词，就能找到「唯」。,wéi
zh-谷,literacy,谷,gǔ,life,L4,稻谷 低谷,用组词来记：「稻谷」「低谷」。看见这些词，就能找到「谷」。,gǔ
zh-轮,literacy,轮,lún,life,L4,轮船 班轮,用组词来记：「轮船」「班轮」。看见这些词，就能找到「轮」。,lún
zh-库,literacy,库,kù,life,L4,宝库 仓库,用组词来记：「宝库」「仓库」。看见这些词，就能找到「库」。,kù
zh-迹,literacy,迹,jī,life,L4,轨迹 古迹,用组词来记：「轨迹」「古迹」。看见这些词，就能找到「迹」。,jī
zh-尤,literacy,尤,yóu,life,L4,尤其 尤其是,用组词来记：「尤其」「尤其是」。看见这些词，就能找到「尤」。,yóu
zh-竞,literacy,竞,jìng,life,L4,竞技 竞赛,用组词来记：「竞技」「竞赛」。看见这些词，就能找到「竞」。,jìng
zh-街,literacy,街,jiē,life,L4,长安街 大街,用组词来记：「长安街」「大街」。看见这些词，就能找到「街」。,jiē
zh-促,literacy,促,cù,life,L4,仓促 促成,用组词来记：「仓促」「促成」。看见这些词，就能找到「促」。,cù
zh-延,literacy,延,yán,life,L4,蔓延 绵延,用组词来记：「蔓延」「绵延」。看见这些词，就能找到「延」。,yán
zh-震,literacy,震,zhèn,nature,L4,地震 防震,用组词来记：「地震」「防震」。看见这些词，就能找到「震」。,zhèn
zh-弃,literacy,弃,qì,life,L4,丢弃 放弃,用组词来记：「丢弃」「放弃」。看见这些词，就能找到「弃」。,qì
zh-甲,literacy,甲,jiǎ,life,L4,花甲 甲板,用组词来记：「花甲」「甲板」。看见这些词，就能找到「甲」。,jiǎ
zh-伟,literacy,伟,wěi,life,L4,宏伟 魁伟,用组词来记：「宏伟」「魁伟」。看见这些词，就能找到「伟」。,wěi
zh-麻,literacy,麻,má,life,L4,麻痹 麻烦,用组词来记：「麻痹」「麻烦」。看见这些词，就能找到「麻」。,má
zh-川,literacy,川,chuān,life,L4,挂前川 敕勒川阴,用组词来记：「挂前川」「敕勒川阴」。看见这些词，就能找到「川」。,chuān
